Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,O_TOV%,ORB%,O_FT/FGA,D_eFG%,DRB%,D_FT/FGA,Year
Washington Wizards,24.4,25.0,57.0,25,57,-5.63,-0.48,-6.12,98.8,104.8,-6.0,92.2,0.337,0.194,0.5,16.0,30.7,0.241,0.486,69.5,0.214,2004
Chicago Bulls,26.8,23.0,59.0,23,59,-6.35,-0.33,-6.69,96.6,103.4,-6.8,92.2,0.272,0.186,0.486,14.9,28.1,0.197,0.469,71.4,0.253,2004
Orlando Magic,25.8,21.0,61.0,22,60,-7.02,-0.23,-7.25,102.7,110.4,-7.7,90.8,0.296,0.184,0.504,12.8,28.1,0.218,0.502,68.7,0.214,2004
League Average,27.2,,,41,41,0.0,0.0,0.0,102.9,102.9,,90.1,0.303,0.187,0.516,14.2,28.6,0.228,0.471,71.4,0.228,2004
San Antonio Spurs*,28.5,59.0,23.0,63,19,7.8,0.03,7.84,107.5,98.8,8.7,88.9,0.329,0.216,0.534,13.2,29.1,0.238,0.452,73.6,0.236,2005
Phoenix Suns*,25.2,62.0,20.0,59,23,7.12,-0.04,7.08,114.5,107.1,7.4,95.9,0.296,0.289,0.571,12.4,27.5,0.222,0.478,68.3,0.176,2005
Miami Heat*,28.0,59.0,23.0,59,23,6.52,-0.76,5.77,110.2,103.1,7.1,90.8,0.387,0.198,0.559,13.1,27.0,0.26,0.46,74.1,0.242,2005
Dallas Mavericks*,27.7,58.0,24.0,57,25,5.74,0.11,5.86,110.3,104.1,6.2,92.7,0.346,0.19,0.545,12.5,28.6,0.273,0.472,70.2,0.239,2005
Houston Rockets*,29.7,51.0,31.0,53,29,4.04,0.23,4.27,106.2,101.7,4.5,88.8,0.309,0.237,0.534,13.5,26.3,0.242,0.459,74.5,0.245,2005
Detroit Pistons*,27.9,54.0,28.0,53,29,3.87,-0.55,3.31,105.6,101.2,4.4,87.2,0.335,0.164,0.519,13.3,31.2,0.247,0.461,73.0,0.207,2005
Seattle SuperSonics*,26.0,52.0,30.0,48,34,2.29,0.3,2.59,112.2,109.6,2.6,87.9,0.328,0.281,0.546,13.0,32.4,0.259,0.496,71.3,0.249,2005
Memphis Grizzlies*,26.3,45.0,37.0,48,34,2.29,0.34,2.64,105.5,102.9,2.6,88.5,0.323,0.237,0.535,14.3,27.1,0.243,0.466,69.9,0.27,2005
Sacramento Kings*,27.7,50.0,32.0,47,35,2.16,0.4,2.56,110.5,108.2,2.3,93.0,0.287,0.2,0.541,12.0,28.8,0.226,0.493,69.0,0.214,2005
Denver Nuggets*,26.7,49.0,33.0,47,35,2.02,0.2,2.23,106.0,103.9,2.1,93.5,0.35,0.142,0.535,13.8,28.4,0.267,0.482,71.7,0.247,2005
Minnesota Timberwolves,29.0,44.0,38.0,45,37,1.45,0.28,1.73,108.2,106.6,1.6,89.1,0.275,0.173,0.534,12.7,28.6,0.219,0.472,71.4,0.208,2005
Chicago Bulls*,25.0,47.0,35.0,44,38,1.06,-0.41,0.65,101.4,100.3,1.1,92.4,0.311,0.217,0.517,15.5,28.4,0.233,0.454,72.6,0.262,2005
Boston Celtics*,27.1,45.0,37.0,43,39,0.87,-0.52,0.35,107.5,106.6,0.9,93.3,0.357,0.192,0.551,14.7,27.2,0.273,0.481,70.1,0.274,2005
Cleveland Cavaliers,26.5,42.0,40.0,43,39,0.79,-0.52,0.27,106.6,105.7,0.9,89.7,0.325,0.135,0.518,13.0,32.5,0.244,0.485,71.5,0.248,2005
Indiana Pacers*,28.3,44.0,38.0,43,39,0.76,-0.27,0.49,105.5,104.6,0.9,87.2,0.358,0.255,0.534,14.1,26.4,0.283,0.472,71.3,0.261,2005
Washington Wizards*,25.3,45.0,37.0,40,42,-0.33,-0.38,-0.71,107.2,107.5,-0.3,93.3,0.364,0.22,0.523,12.9,31.1,0.264,0.498,70.0,0.23,2005
Philadelphia 76ers*,26.4,43.0,39.0,39,43,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,0.326,0.216,0.528,14.2,25.4,0.257,0.485,72.7,0.267,2005
Los Angeles Clippers,25.5,37.0,45.0,39,43,-0.77,0.3,-0.47,105.5,106.4,-0.9,89.1,0.357,0.105,0.533,14.9,30.3,0.278,0.48,71.3,0.235,2005
New Jersey Nets*,27.8,42.0,40.0,36,46,-1.5,-0.32,-1.82,101.4,103.1,-1.7,89.1,0.318,0.187,0.512,13.7,25.5,0.242,0.479,73.2,0.278,2005
Toronto Raptors,27.0,33.0,49.0,36,46,-1.62,-0.19,-1.81,106.9,108.7,-1.8,92.7,0.316,0.253,0.539,12.5,23.7,0.244,0.499,71.1,0.24,2005
Golden State Warriors,26.7,34.0,48.0,35,47,-2.16,0.42,-1.74,104.7,106.9,-2.2,93.3,0.278,0.252,0.512,12.3,27.8,0.201,0.491,69.7,0.227,2005
Orlando Magic,26.5,36.0,46.0,35,47,-2.24,-0.27,-2.52,104.9,107.3,-2.4,94.7,0.35,0.137,0.529,14.6,29.9,0.265,0.484,71.3,0.255,2005
New York Knicks,27.3,33.0,49.0,34,48,-2.44,-0.28,-2.72,106.2,108.9,-2.7,90.7,0.312,0.188,0.531,13.8,28.3,0.239,0.501,71.2,0.265,2005
Milwaukee Bucks,26.9,30.0,52.0,32,50,-2.99,-0.1,-3.09,106.6,109.8,-3.2,90.8,0.339,0.141,0.527,13.0,29.0,0.261,0.499,72.0,0.233,2005
Los Angeles Lakers,26.0,34.0,48.0,33,49,-2.96,0.64,-2.32,108.1,111.4,-3.3,90.8,0.322,0.273,0.535,13.4,29.5,0.251,0.493,71.1,0.218,2005
Portland Trail Blazers,27.0,27.0,55.0,29,53,-4.0,0.55,-3.45,103.2,107.7,-4.5,89.8,0.303,0.181,0.524,15.2,29.6,0.219,0.479,67.7,0.204,2005
Utah Jazz,25.7,26.0,56.0,29,53,-4.27,0.53,-3.74,104.7,109.5,-4.8,88.4,0.361,0.121,0.522,15.0,31.9,0.273,0.499,72.3,0.34,2005
Charlotte Bobcats,24.9,18.0,64.0,24,58,-5.99,-0.16,-6.15,101.1,107.5,-6.4,92.3,0.306,0.128,0.497,13.3,29.5,0.217,0.497,70.9,0.269,2005
New Orleans Hornets,27.5,18.0,64.0,21,61,-7.07,0.78,-6.3,99.7,107.7,-8.0,87.6,0.279,0.201,0.493,14.2,29.1,0.214,0.491,70.7,0.261,2005
Atlanta Hawks,26.0,13.0,69.0,16,66,-9.71,0.09,-9.62,100.6,111.1,-10.5,91.4,0.299,0.146,0.504,14.9,30.7,0.212,0.513,72.1,0.289,2005
League Average,27.1,,,41,41,0.0,0.0,0.0,106.1,106.1,,90.9,0.324,0.196,0.529,13.6,28.7,0.245,0.482,71.3,0.245,2005
San Antonio Spurs*,29.8,63.0,19.0,61,21,6.82,-0.13,6.69,107.3,99.6,7.7,88.5,0.298,0.215,0.546,13.6,26.0,0.209,0.457,74.2,0.22,2006
Detroit Pistons*,28.5,64.0,18.0,60,22,6.67,-0.44,6.24,110.8,103.1,7.7,86.8,0.297,0.221,0.535,11.2,28.9,0.216,0.477,71.2,0.191,2006
Dallas Mavericks*,27.5,60.0,22.0,58,24,6.07,-0.11,5.96,111.8,105.0,6.8,87.8,0.364,0.175,0.55,13.1,31.8,0.285,0.475,72.2,0.257,2006
Phoenix Suns*,27.5,54.0,28.0,55,27,5.55,-0.07,5.48,111.5,105.8,5.7,95.8,0.206,0.293,0.568,12.2,22.1,0.166,0.49,72.1,0.2,2006
